0,1,2,3,4,5,6,7,8,9
59,Chikkaballapur,11.18,0.00,0.00,0.04,0.04,0.36,0.00,
60,Chikkanayakanahalli,9.34,0.00,0.00,1.54,1.54,16.49,0.00,
61,Chikkodi,22.31,0.00,0.00,0.13,0.13,0.58,0.13,
62,Chinchali,32.08,0.00,0.00,0.00,0.00,0.00,0.00,
63,Chincholi,31.09,0.00,0.00,0.00,0.00,0.00,0.00,
64,Chintamani,13.56,0.00,0.00,0.00,0.00,0.00,0.15,
65,Chitradurga,20.74,0.00,0.00,0.20,0.20,0.96,0.43,
66,Chittaguppa,33.75,0.00,0.00,0.86,0.86,2.55,0.01,
67,Chittapura,73.63,0.00,0.00,0.34,0.34,0.46,0.00,
68,Dandeli,8.46,0.00,1.34,1.55,2.89,34.16,0.09,
69,Davanagere,76.02,0.00,0.13,1.99,2.12,2.79,0.00,
70,Devadurga,29.56,0.00,0.00,0.00,0.00,0.00,2.29,
71,Devanahalli,16.51,0.00,0.13,0.91,1.04,6.30,0.00,
72,Devarahipparagi,34.46,0.00,0.00,0.00,0.00,0.00,0.00,
73,Doddaballapur,11.04,0.00,0.13,0.00,0.13,1.18,0.00,
74,Examba,27.09,0.00,0.00,0.02,0.02,0.07,0.00,
75,Gadag betageri,53.26,0.00,0.13,0.06,0.19,0.36,0.00,
76,Gajendragada,18.89,0.00,0.00,0.45,0.45,2.38,0.16,
77,Gangavathi,18.74,0.00,0.00,0.00,0.00,0.00,0.00,
78,Ghataprabha,24.69,0.00,0.00,0.00,0.00,0.00,0.00,
79,Gokak,20.71,0.00,0.11,0.03,0.14,0.68,0.43,
80,Gowribidanur,33.63,0.00,0.00,0.17,0.17,0.51,0.00,
81,Gubbi,7.14,0.00,0.09,1.68,1.77,24.79,0.00,
83,Guledagudda,5.92,0.00,0.00,0.01,0.01,0.17,0.22,
84,Gurumatkal,11.88,0.00,0.00,0.21,0.21,1.77,0.00,
85,Guttal,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
,,Digitized,,,Open,,,Scrub,
No.,Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
86,Hagaribommanahalli,21.52,0.00,0.00,0.00,0.00,0.00,0.00,
87,Haliyala,16.08,0.00,0.03,0.27,0.30,1.87,0.00,
88,Hallikhed,2.43,0.00,0.00,0.00,0.00,0.00,0.00,
89,Hanagal,18.99,0.00,0.33,2.24,2.57,13.53,0.00,
90,Hannur,1.79,0.00,0.00,0.00,0.00,0.00,0.00,
91,Harapanahalli,27.10,0.00,0.00,0.00,0.00,0.00,0.50,
92,Harihar,31.77,0.00,0.00,0.84,0.84,2.64,0.00,
93,Harugeri,48.81,0.00,0.00,0.00,0.00,0.00,0.00,
94,Hassan,14.34,0.00,0.05,0.19,0.24,1.67,0.02,
95,Hatti,13.56,0.00,0.00,0.19,0.19,1.40,0.11,
96,Hatti gold mines,5.88,0.00,0.00,0.34,0.34,5.78,0.11,
97,Haveri,20.40,0.00,0.00,0.00,0.00,0.00,0.00,
98,Hebbagodi,9.07,0.00,0.00,0.07,0.07,0.77,0.00,
99,Hirekerur,13.17,0.00,0.00,0.03,0.03,0.23,0.00,
100,Hiriyur,30.26,0.00,0.00,4.97,4.97,16.42,0.00,
101,Holalkere,3.29,0.00,0.00,0.03,0.03,0.91,0.00,
102,Holehonnuru,21.63,0.00,0.00,9.07,9.07,41.93,0.00,
103,Holenarsipura,8.27,0.00,0.00,0.64,0.64,7.74,0.00,
104,Honnali,1.99,0.00,0.00,0.00,0.00,0.00,0.00,
105,Honnavara,7.69,0.00,0.08,2.37,2.45,31.86,0.00,
106,Hootagalli,29.67,0.01,0.00,1.25,1.26,4.25,0.00,
107,Hoovina hadagali,19.74,0.00,0.00,0.10,0.10,0.51,0.00,
108,Hosadurga,7.19,0.00,0.00,0.46,0.46,6.40,1.47,
109,Hosanagara,1.39,0.00,0.07,0.32,0.39,28.06,0.00,
110,Hoskote,12.22,0.00,0.00,0.31,0.31,2.54,0.00,
111,Hospet,43.94,0.00,0.06,0.96,1.02,2.32,1.17,
112,Hubli dharwad,210.56,0.00,2.18,5.24,7.42,3.52,0.11,
113,Hukkeri,7.88,0.00,0.00,0.00,0.00,0.00,0.00,
114,Huliyaru,11.93,0.00,0.00,1.30,1.30,10.90,0.00,
115,Humnabad,19.28,0.00,0.00,0.23,0.23,1.19,0.00,
116,Hunagunda,6.40,0.00,0.00,0.11,0.11,1.72,0.00,
117,Hunasagi,46.48,0.00,0.00,0.00,0.00,0.00,0.51,
118,Hunasemaarana halli,0.04,0.00,0.01,0.00,0.01,25.00,0.00,
119,Hunsur,10.12,0.00,0.00,0.00,0.00,0.00,0.00,
120,Ilkal,13.34,0.00,0.01,0.11,0.12,0.90,0.08,
121,Indi,76.80,0.00,0.15,0.31,0.46,0.60,0.00,
122,Jagalur,6.65,0.00,0.00,0.01,0.01,0.15,0.00,
123,Jali,10.39,0.00,0.49,2.37,2.86,27.53,0.00,
124,Jamakhandi,12.20,0.00,0.00,0.13,0.13,1.07,0.71,
125,Jewargi,33.90,0.00,0.00,0.22,0.22,0.65,0.00,
126,Jigani,11.37,0.00,0.00,0.00,0.00,0.00,0.00,
127,Kabbur,59.51,0.00,0.00,0.11,0.11,0.18,0.00,
,,Digitized,,,Open,,,Scrub,
No.,Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
128,Kadaba,22.85,0.13,4.42,13.54,18.09,79.17,0.00,
129,Kadakola,0.05,0.00,0.00,0.00,0.00,0.00,0.00,
130,Kadur,4.75,0.00,0.00,0.35,0.35,7.37,0.00,
131,Kakkera,81.69,0.00,0.00,0.00,0.00,0.00,0.00,
132,Kalaburagi,54.99,0.00,0.00,0.50,0.50,0.91,0.00,
133,Kalaghatagi,10.76,0.00,0.00,0.00,0.00,0.00,0.00,
134,Kalagi,42.52,0.00,0.00,0.03,0.03,0.07,0.33,
135,Kallolli,27.44,0.00,0.00,0.00,0.00,0.00,0.00,
136,Kamalapur,26.83,0.00,0.00,0.00,0.00,0.00,0.00,
137,Kamalapura,49.25,0.00,0.00,1.03,1.03,2.09,7.39,
138,Kamattagi,17.90,0.00,0.53,1.63,2.16,12.07,4.76,
139,Kampli,22.54,0.00,0.00,0.00,0.00,0.00,0.00,
140,Kanakagiri,40.01,0.00,0.00,0.29,0.29,0.72,0.00,
141,Kanakapura,13.35,0.00,0.23,1.24,1.47,11.01,0.25,
142,Kankanawadi,33.78,0.00,0.00,0.00,0.00,0.00,0.00,
143,Karatagi,30.23,0.00,0.00,0.08,0.08,0.26,0.00,
144,Kargal,65.92,17.22,34.36,5.07,56.65,85.94,0.00,
145,Karkala,22.77,0.00,3.94,4.29,8.23,36.14,0.00,
146,Karwar,27.79,0.00,2.55,9.90,12.45,44.80,0.00,
147,Kaup,16.67,0.00,1.38,2.11,3.49,20.94,0.00,
148,Kavitala,61.03,0.00,0.00,0.51,0.51,0.84,2.43,
149,Kembhavi,72.61,0.00,0.00,0.00,0.00,0.00,0.06,
150,Kerur,4.81,0.00,0.00,0.00,0.00,0.00,0.01,
151,Khanapura,3.80,0.00,0.02,0.11,0.13,3.42,0.00,
152,Kinnigoli,27.70,0.00,9.67,2.40,12.07,43.57,0.00,
153,Kolar,18.26,0.00,0.00,0.10,0.10,0.55,0.00,
154,Kolhar,6.24,0.00,0.00,0.00,0.00,0.00,0.00,
155,Kollegal,28.09,0.00,0.02,0.90,0.92,3.28,2.13,
156,Konnur,15.61,0.00,0.01,1.15,1.16,7.43,2.55,
157,Koppa,0.77,0.00,0.43,0.02,0.45,58.44,0.00,
158,Koppal,31.77,0.00,0.00,0.28,0.28,0.88,0.57,
159,Koratagere,1.22,0.00,0.00,0.00,0.00,0.00,0.00,
160,Kotekar,10.10,0.00,0.78,1.63,2.41,23.86,0.00,
161,Kottur,22.26,0.00,0.00,0.45,0.45,2.02,0.00,
162,Krishnarajapete,7.17,0.00,0.28,0.53,0.81,11.30,0.00,
163,Kudachi,4.64,0.00,0.00,0.00,0.00,0.00,0.00,
164,Kudalagi,31.99,0.00,0.11,0.45,0.56,1.75,0.00,
165,Kudathini,72.81,0.00,0.00,0.86,0.86,1.18,0.07,
166,Kuderemukha,88.60,12.03,24.36,12.60,48.99,55.29,0.03,
167,Kukanur,36.80,0.00,0.00,0.06,0.06,0.16,0.00,
168,Kumata,16.71,0.00,2.33,4.10,6.43,38.48,0.00,
169,Kundagol,15.40,0.00,0.00,0.00,0.00,0.00,0.00,
,,Digitized,,,Open,,,Scrub,
No.,Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
170,Kundapur,9.90,0.00,0.37,1.88,2.25,22.73,0.00,
171,Kunigal,9.87,0.00,0.36,0.84,1.20,12.16,0.00,
172,Kurekuppa,21.01,0.00,0.12,0.25,0.37,1.76,0.04,
173,Kurugodu,44.51,0.00,0.00,0.02,0.02,0.04,0.00,
174,Kushalnagara,3.74,0.00,0.01,0.00,0.01,0.27,0.00,
175,Kustagi,16.15,0.00,0.00,0.12,0.12,0.74,0.00,
176,Lakshmeshwara,7.39,0.00,0.00,0.00,0.00,0.00,0.00,
177,Lingasugur,77.45,0.00,0.00,0.13,0.13,0.17,0.00,
178,Lokapur,25.47,0.00,0.00,0.53,0.53,2.08,0.05,
179,Madanayakanahalli,25.58,0.00,0.29,0.46,0.75,2.93,0.00,
180,Maddur,6.77,0.00,0.00,0.00,0.00,0.00,0.00,
181,Madhugiri,8.90,0.00,0.14,0.10,0.24,2.70,0.17,
182,Madikere,9.25,0.01,1.55,2.08,3.64,39.35,0.00,
183,Magadi,5.52,0.00,0.04,0.13,0.17,3.08,0.00,
184,Mahalingapura,9.46,0.00,0.00,0.00,0.00,0.00,0.00,
185,Malavalli,7.81,0.00,0.00,0.09,0.09,1.15,0.00,
186,Malebennuru,5.02,0.00,0.00,0.55,0.55,10.96,0.00,
187,Malur,10.09,0.00,0.00,0.06,0.06,0.59,0.00,
188,Managuli,3.05,0.00,0.00,0.00,0.00,0.00,0.00,
189,Mandya,17.01,0.00,0.00,0.11,0.11,0.65,0.00,
190,Mangaluru,135.02,0.00,6.94,10.69,17.63,13.06,0.00,
191,Manvi,51.07,0.00,0.00,0.01,0.01,0.02,0.00,
192,Mariyammanahalli,3.19,0.00,0.00,0.00,0.00,0.00,0.00,
193,Maski,14.59,0.00,0.04,0.10,0.14,0.96,0.41,
194,Molakalmuru,5.94,0.00,0.00,0.00,0.00,0.00,0.01,
195,Moodbidri,40.66,0.00,9.25,3.27,12.52,30.79,0.00,
196,Mudalagi,12.81,0.00,0.00,0.00,0.00,0.00,0.00,
197,Muddebihal,10.33,0.00,0.00,0.05,0.05,0.48,0.00,
198,Mudgal,54.6,0.00,0.00,0.21,0.21,0.38,0.00,
199,Mudhol,8.02,0.00,0.00,0.00,0.00,0.00,0.00,
200,Mudigere,1.53,0.00,0.24,0.10,0.34,22.22,0.00,
201,Mugalkhod,51.70,0.00,0.00,0.00,0.00,0.00,0.00,
202,Mulagunda,9.20,0.00,0.00,0.00,0.00,0.00,0.00,
203,Mulbagilu,9.78,0.00,0.00,0.04,0.04,0.41,0.00,
204,Mulki,10.32,0.09,1.57,0.75,2.41,23.35,0.00,
205,Munavalli,4.02,0.00,0.00,0.00,0.00,0.00,0.00,
206,Mundagod,12.02,0.00,0.35,2.68,3.03,25.21,0.00,
207,Mundargi,42.20,0.00,0.00,0.01,0.01,0.02,0.00,
208,Mysuru,86.32,0.00,0.23,1.33,1.56,1.81,0.00,
209,Nagamangala,10.40,0.00,0.07,1.70,1.77,17.02,0.00,
210,Naganur,31.17,0.00,0.00,0.00,0.00,0.00,0.00,
211,Nalatawad,1.90,0.00,0.00,0.00,0.00,0.00,0.00,
,,Digitized,,,Open,,,Scrub,
No.,Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
212,Nanjanagud,14.76,0.00,0.00,0.10,0.10,0.68,0.00,
213,Naragunda,19.47,0.00,0.00,0.17,0.17,0.87,0.66,
214,Narasimharajapura,1.37,0.00,0.48,0.21,0.69,50.36,0.00,
215,Naregal,7.31,0.00,0.00,0.19,0.19,2.60,0.00,
216,Navalagund,36.01,0.00,0.00,0.36,0.36,1.00,0.00,
217,Nayakanahatti,40.38,0.00,0.00,0.38,0.38,0.94,0.00,
218,Nelmangala,24.40,0.00,0.34,0.01,0.35,1.43,0.00,
219,Nidgundi,2.61,0.00,0.00,0.00,0.00,0.00,0.04,
220,Nippani,19.85,0.00,0.00,0.03,0.03,0.15,0.00,
221,Nyamthi,6.47,0.00,0.00,0.00,0.00,0.00,0.00,
222,Pandavapura,4.83,0.00,0.00,0.00,0.00,0.00,0.00,
223,Pavagada,5.21,0.00,0.00,0.00,0.00,0.00,0.02,
224,Periyapatna,11.58,0.00,0.28,0.28,0.56,4.84,0.00,
225,Puttur,34.53,0.00,5.97,9.60,15.57,45.09,0.00,
226,Rabkavi banahatti,16.11,0.00,0.00,0.00,0.00,0.00,0.59,
227,Raibagh,5.92,0.00,0.00,0.00,0.00,0.00,0.05,
228,Raichur,141.76,0.00,0.00,1.52,1.52,1.07,2.72,
229,Ramanagara,12.20,0.00,0.00,0.63,0.63,5.16,0.02,
230,Ramdurga,4.31,0.00,0.00,0.00,0.00,0.00,0.00,
231,Rammanahalli,0.14,0.00,0.00,0.00,0.00,0.00,0.00,
232,Ranebennur,52.91,0.00,0.00,1.86,1.86,3.52,0.45,
233,Rattihalli,16.54,0.00,0.00,0.03,0.03,0.18,0.00,
234,Robertsonpet,45.33,0.00,2.04,6.13,8.17,18.02,0.00,
235,Ron,68.68,0.00,0.00,0.10,0.10,0.15,0.00,
236,Sadalga,39.52,0.00,0.00,0.00,0.00,0.00,0.00,
237,Sagara,18.55,0.00,1.07,2.98,4.05,21.83,0.00,
238,Sakaleshpura,4.73,0.00,0.86,0.16,1.02,21.56,0.00,
239,Saligrama,14.88,0.00,1.42,2.68,4.10,27.55,0.00,
240,Sandoor,17.48,0.00,0.30,2.05,2.35,13.44,0.00,
241,Sankeshwar,17.65,0.00,0.00,0.00,0.00,0.00,0.00,
242,Sargur,2.82,0.00,0.00,0.00,0.00,0.00,0.00,
243,Saundatti,14.09,0.00,0.00,0.38,0.38,2.70,0.28,
244,Savanoor,8.74,0.00,0.00,0.14,0.14,1.60,0.00,
245,Sedam,70.45,0.00,0.00,0.51,0.51,0.72,0.71,
246,Shahabad,25.99,0.00,0.00,0.01,0.01,0.04,0.00,
247,Shahapura,18.89,0.00,0.00,0.02,0.02,0.11,1.24,
248,Shedbal,55.73,0.00,0.00,0.02,0.02,0.04,0.00,
249,Shidlaghatta,3.60,0.00,0.00,0.00,0.00,0.00,0.00,
250,Shiggaon,3.70,0.00,0.00,0.00,0.00,0.00,0.00,
251,Shikaripura,18.92,0.00,0.19,0.89,1.08,5.71,0.00,
252,Shirahatti,3.39,0.00,0.00,0.09,0.09,2.65,0.00,
253,Shirlakoppa,13.46,0.00,0.00,0.72,0.72,5.35,0.00,
,,Digitized,,,Open,,,Scrub,
No.,Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
254,Shirur,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
255,Shivamogga,76.93,0.00,0.14,9.06,9.20,11.96,0.00,
256,Shorapura surapura,18.82,0.00,0.00,0.00,0.00,0.00,0.27,
257,Shringeri,0.50,0.00,0.13,0.06,0.19,38.00,0.00,
258,Siddapura,18.49,0.00,4.12,4.73,8.85,47.86,0.34,
259,Sindagi,19.30,0.00,0.00,0.00,0.00,0.00,0.00,
260,Sindanoor,30.27,0.00,0.00,0.03,0.03,0.10,0.00,
261,Sira,16.10,0.00,0.00,0.26,0.26,1.61,0.00,
262,Sirawar,29.41,0.00,0.00,0.00,0.00,0.00,0.00,
263,Sirsi,10.16,0.00,0.79,0.83,1.62,15.94,0.00,
264,Siruguppa,29.88,0.00,0.00,0.00,0.00,0.00,0.00,
265,Someshwara,8.37,0.00,0.38,1.32,1.70,20.31,0.00,
266,Somvarpet,0.88,0.00,0.11,0.03,0.14,15.91,0.00,
267,Soraba,46.65,0.00,8.99,3.46,12.45,26.69,0.00,
268,Srinivasapura,15.21,0.00,0.02,1.48,1.50,9.86,0.00,
269,Srirampura,0.26,0.00,0.00,0.00,0.00,0.00,0.00,
270,Srirangapatna,12.04,0.00,0.00,0.00,0.00,0.00,0.00,
271,Sulya,16.69,0.32,1.00,9.30,10.62,63.63,0.01,
272,Talikote,13.55,0.00,0.00,0.00,0.00,0.00,0.00,
273,Tarikere,14.89,0.00,1.05,1.51,2.56,17.19,0.00,
274,Tavaragera,63.23,0.00,0.00,0.59,0.59,0.93,7.73,
275,Tekkalakote,43.39,0.00,0.00,0.00,0.00,0.00,0.00,
276,Terdal,6.53,0.00,0.00,0.00,0.00,0.00,0.00,
277,Thirthahalli,4.76,0.00,0.93,0.06,0.99,20.80,0.00,
278,Tiptur,12.41,0.00,0.00,1.42,1.42,11.44,0.00,
279,Tumakuru,64.03,0.00,4.60,4.15,8.75,13.67,0.00,
280,Turuvekere,3.35,0.00,0.00,0.63,0.63,18.81,0.00,
281,Turvihal,49.17,0.00,0.00,0.05,0.05,0.10,0.00,
282,Udupi,64.84,0.00,5.59,10.13,15.72,24.24,0.00,
283,Ugr khurd,26.13,0.00,0.00,0.00,0.00,0.00,0.00,
284,Ullal,10.22,0.00,1.21,0.89,2.10,20.55,0.00,
,Vijayapura (Bangalore,,,,,,,,
285,,15.08,0.00,0.00,1.59,1.59,10.54,0.00,
,rural district),,,,,,,,
,Vijayapura (Vijayapura,,,,,,,,
286,,91.19,0.00,0.03,0.19,0.22,0.24,0.59,
,district),,,,,,,,
287,Virajpet,9.03,0.37,1.68,1.44,3.49,38.65,0.00,
288,Vitla,20.65,0.06,3.72,8.91,12.69,61.45,0.00,
289,Wadi,20.16,0.00,0.00,1.01,1.01,5.01,0.00,
290,Yadgir,45.26,0.00,0.00,1.03,1.03,2.28,0.36,
291,Yadrami,4.41,0.00,0.00,0.00,0.00,0.00,0.00,
292,Yelandur,2.56,0.00,0.00,0.26,0.26,10.16,0.00,
Table 10.12.5 Forest Cover in Municipal Areas of Karnataka,,,,,,,,,
,,,,,,,,(km2),
,,,,2023 Assessment,,%,,,
,,,,,,of Total,,,
,,,,,,Forest,,,
,,Area as per,,,,,,,
Sl.,Name of Urban Local,,Very,Mod.,Total,Cover,,,
,,Digitized,,Open,,,,Scrub,
No.,Body,,Dense,Dense,Forest,w.r.t.,,,
,,Boundary*,,Forest,,,,,
,,,Forest,Forest,Cover,Area of,,,
,,,,,,Digitized,,,
,,,,,,Boundary,,,
293,Yelburga,38.87,0.00,"0.00
0.03",0.03,,0.08,0.00,
,Table 10.12.7 Forest Cover Change Matrix Inside RFA/GW For,,,,,,,,
,Karnataka between 2021 Raster based and 2023 Assessments,,,,,,,,
,,,,,,(km2),,,
,,,2023 Assessment inside RFA/GW,,,Total ISFR,,,
,,,,,,2021 inside,,,
Class,,,,,,,,,
,VDF,MDF,OF,Scrub,NF,RFA / GW,,,
,,,,,,Raster based*,,,
VDF,"3,734.01",0.00,0.14,0.00,1.03,"3,735.18",,,
MDF,3.37,"12,869.38",4.20,0.98,7.63,"12,885.56",,,
OF,0.11,3.13,"6,263.65",9.11,24.02,"6,300.02",,,
Scrub,0.00,0.05,58.50,"2,734.82",29.44,"2,822.81",,,
NF,0.41,4.41,72.54,81.79,"5,134.12","5,293.27",,,
Total ISFR,,,,,,,,,
2023 inside,"3,737.90","12,876.97","6,399.03","2,826.70","5,196.24","31,036.84",,,
RFA/GW,,,,,,,,,
Net Change,2.72,-8.59,99.01,3.89,-97.03,,,,
*Area figure calculated without normalization factor.,,,,,,,,,
,Table 10.12.10 Forest Cover in Different Slope Classes in Karnataka,,,,,,,,
,,,,,,(km2),,,
Slope,Calculated,,,,,,,,
,,VDF,MDF,OF,Total,Scrub,,,
(in degrees),Area by SoI,,,,,,,,
0-5,"1,61,569.00",942.58,"9,694.23","8,518.23","19,155.04","2,527.32",,,
5-10,"15,763.00",992.72,"5,445.08","2,508.87","8,946.67",976.79,,,
10-15,"6,715.00",901.03,"2,903.95","1,135.73","4,940.71",474.56,,,
15-20,"3,796.00",714.87,"1,629.62",652.24,"2,996.73",275.88,,,
20-25,"2,122.00",478.24,845.83,392.07,"1,716.14",157.88,,,
25-30,"1,085.00",276.96,394.97,216.22,888.15,72.89,,,
>30,741.00,231.39,238.07,141.37,610.83,27.83,,,
Total,"1,91,791.00","4,537.79","21,151.75","13,564.73","39,254.27","4,513.15",,,
"(based on SRTM, Digital Elevation Model, 30 m, 2016).",,,,,,,,,
,KARNATAKA,,,,,,,,
136,Figure 10.12.3 Forest Cover Map of Karnataka,,,,,,,,
,Forest Survey of India,,,,,,,,
,,,,(km2),,,,,
,,,,% of the total,,,,,
,Sl. No.,Forest Type,Area,,,,,,
,,,,mapped area*,,,,,
,1,1A/C4 West Coast tropical evergreen forest,"5,239.10",11.95,,,,,
,2,2A/C2 West Coast semi-evergreen forest,"4,381.55",10.00,,,,,
,3,2A/2S1 West Coast secondary evergreen Dipterocarp Forest,338.86,0.77,,,,,
,4,2/E3 Moist bamboo brakes,1.86,0.00,,,,,
,5,2/E4 Lateritic semi-evergreen forest,159.62,0.36,,,,,
,6,3B/C1a Very moist teak forest,89.87,0.21,,,,,
,7,3B/C1b Moist teak forest,"1,796.29",4.10,,,,,
,8,3B/C1c Slightly moist teak forest,992.40,2.26,,,,,
,9,3B/C2 Southern moist mixed deciduous forest,"4,921.81",11.23,,,,,
,10,3B/C2/2S1 Southern secondary moist mixed deciduous forest,695.59,1.59,,,,,
,11,4B/TS1 Mangrove scrub,9.00,0.02,,,,,
,12,5A/C1a Very dry teak forest,22.54,0.05,,,,,
,13,5A/C1b Dry teak forest,"2,515.07",5.74,,,,,
,14,5A/C3 Southern dry mixed deciduous forest,"3,156.61",7.20,,,,,
,15,5/DS1 Dry deciduous scrub,"2,930.39",6.69,,,,,
,16,5/E4 Hardwickia forest,414.93,0.95,,,,,
,17,5/E7 Laterite thorn forest,126.71,0.29,,,,,
,18,5/2S1 Secondary dry deciduous forest,38.91,0.09,,,,,
,19,6A/C1 Southern thorn forest,"1,882.80",4.30,,,,,
,20,6A/DS1 Southern thorn scrub,"3,364.01",7.68,,,,,
,21,8A/C1 Nilgiri subtropical hill forest,371.19,0.85,,,,,
,Sub Total,,"33,449.11",76.33,,,,,
,22,TOF/ Plantation,"10,318.31",23.54,,,,,
,Total (Forest Cover & Scrub),,"43,767.42",99.87,,,,,
,Grassland forest types (outside forest cover),,,,,,,,
,22,5/DS4 Dry grassland,54.33,0.12,,,,,
,24,8A/C1/DS1 South Indian sub-tropical hill savannah (woodland),2.65,0.01,,,,,
,Sub Total,,56.98,0.13,,,,,
,Grand Total,,"43,824.40",100.00,,,,,
*,Forest Types have been assigned to the natural forest formations under forest cover and scrub categories shown in,,,,,,,,
Table 10.12.12 District-wise Number of Forest Fire Detected,,,,,,,,,
,,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,
Sl. No.,,District,,,,,,,
,,,during 2022-23,during 2023-24,,,,,
1,Bagalkot,,211,65,,,,,
2,Ballari,,778,273,,,,,
3,Belagavi,,"1,033",318,,,,,
4,Bengaluru,,44,51,,,,,
5,Bengaluru Rural,,169,124,,,,,
6,Bidar,,63,66,,,,,
7,Chamarajanagar,,196,140,,,,,
8,Chikkamagaluru,,"1,187",336,,,,,
9,Chikkballapura,,415,300,,,,,
10,Chitradurga,,927,494,,,,,
11,Dakshina Kannada,,322,33,,,,,
12,Davanagere,,613,298,,,,,
13,Dharwad,,267,90,,,,,
14,Gadag,,249,69,,,,,
15,Hassan,,518,278,,,,,
16,Haveri,,384,147,,,,,
17,Kalaburagi,,58,50,,,,,
18,Kodagu,,195,77,,,,,
19,Kolar,,193,230,,,,,
20,Koppal,,27,17,,,,,
21,Mandya,,302,212,,,,,
22,Mysuru,,50,30,,,,,
23,Raichur,,10,5,,,,,
24,Ramanagara,,365,258,,,,,
25,Shivamogga,,"1,356",436,,,,,
26,Tumakuru,,933,631,,,,,
27,Udupi,,24,11,,,,,
28,Uttara Kannada,,"2,162",436,,,,,
29,Vijayapura,,8,4,,,,,
30,Yadgir,,15,21,,,,,
,Total,,"13,074","5,500",,,,,
,Table 10.12.13 Forest Fire Prone Classes,,,,,,,,
Sl. No.,Forest Fire Prone Classes,Forest Cover*,% of Total Forest Cover,,,,,,
1,Extremely fire prone,4.25,0.01,,,,,,
2,Very highly fire prone,"1,130.13",2.58,,,,,,
3,Highly fire prone,"3,409.31",7.79,,,,,,
4,Moderately fire prone,"4,361.42",9.97,,,,,,
5,Less fire prone,"34,862.31",79.65,,,,,,
,Total,43767.42,100.00,,,,,,
"*
 
Forest Cover including Scrub.",,,,,,,,,
in RFA,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Terminalia paniculata,"56,632",27.45,,,,,,
2,Tectona grandis,"43,585",16.63,,,,,,
3,Xylia xylocarpa,"35,528",13.69,,,,,,
4,Terminalia elliptica/ Terminalia crenulata,"35,200",19.23,,,,,,
5,Eucalyptus species,"35,001",4.40,,,,,,
in Rural Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Areca catechu,"1,89,532",4.892,,,,,,
2,Prosopis juliflora/ Neltuma juliflora,"99,870",1.470,,,,,,
3,Azadirachta indica,"92,376",17.113,,,,,,
4,Cocos nucifera,"90,248",23.568,,,,,,
5,Mangifera indica,"55,598",9.056,,,,,,
in Urban Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Cocos nucifera,"8,703",1.617,,,,,,
2,Areca catechu,"7,799",0.183,,,,,,
3,Acacia auriculiformis,"2,251",0.062,,,,,,
4,Mangifera indica,"2,154",0.506,,,,,,
5,Tectona grandis,"1,595",0.208,,,,,,
Karnataka,,,,,,,,,
Sl. No.,Species,Estimated Extent (km2),,,,,,,
1,Lantana camara,"3,190.36",,,,,,,
2,Chromolaena odorata,"2,499.34",,,,,,,
3,Acacia farnesiana/ Vachellia farnesiana,251.84,,,,,,,
4,Cassia tora/ Senna tora,178.52,,,,,,,
5,Achyranthes aspera,101.14,,,,,,,
Photo: Anant Shukla,,,,,,,,,
Geographical Area,,,,,,,,,
"38,852 km2",,,,,,,,,
Geographical Coordinates,,,,,,,,,
Latitude 8◦17’N to 12◦47’ N,,,,,,,,,
Longitude 74◦52’E to 77◦24’ E,,,,,,,,,
Population (as per Census 2011),,,,,,,,,
33.41 million,,,,,,,,,
Urban 15.94 million (47.70 %),,,,,,,,,
Rural 17.47 million (52.30 %),,,,,,,,,
Tribal 0.48 million (1.45 %),,,,,,,,,
Average Population Density,,,,,,,,,
860 per km2,,,,,,,,,
Livestock Population,,,,,,,,,
(as per 19th Livestock Census),,,,,,,,,
2.73 million,,,,,,,,,
No. of Districts,,,,,,,,,
14,,,,,,,,,
No. of Hill Districts,,,,,,,,,
10,,,,,,,,,
No. of Tribal Districts,,,,,,,,,
9,,,,,,,,,
Table 10.13.1 Land Use Pattern,,,,,,,,,
